price,signal
69891.9,0
69891.9,0
69892,0
69891.9,0
69892,0
69893.5,0
69893.5,0
69893.5,0
69893.5,0
69893.5,0
69886.5,0
69884.3,0
69884.3,0
69884.4,0
69884.4,0
69884.3,0
69884.3,0
69884.3,0
69884.4,0
69892.9,0
69894.6,0
69900,0
69900,0
69900,0
69899.9,0
69900,0
69900,0
69899.9,0
69884.1,0
69884.1,0
69884,0
69884.1,0
69884.1,0
69884,0
69884,0
69884,0
69884,0
69884,0
69884,0
69884,0
69884.1,0
69884,0
69884,0
69884.1,0
69892.9,0
69892.9,0
69892.9,0
69892.9,0
69892.9,0
69892.9,0
69888.1,0
69888,0
69885.7,0
69885.7,0
69885.7,0
69885.7,0
69885.8,0
69888,0
69888,0
69888.1,0
69888,0
69888,0
69887.9,0
69887.9,0
69884,0
69884,0
69880.2,0
69880.1,0
69880.1,0
69880,0
69880,0
69869.2,0
69869.1,0
69877,0
69887.9,0
69888,0
69887.9,0
69887.9,0
69887.9,0
69887.9,0
69887.9,0
69888,0
69888,0
69888,0
69887.9,0
69887.9,0
69888,0
69887.9,0
69887.9,0
69888,0
69888,0
69887.9,0
69888,0
69892.2,0
69893.9,0
69894,0
69894,0
69897.3,0
69897.3,0
69897.2,0
69897.3,0
69897.2,0
69897.2,0
69897.3,0
69897.3,0
69897.3,0
69897.2,0
69897.2,0
69897.3,0
69897.2,0
69897.3,0
69897.2,0
69897.2,0
69899.9,0
69900,0
69907.1,0
69908.8,0
69909.8,0
69909.8,0
69909.9,0
69909.9,0
69910.5,0
69910.6,0
69910.6,0
69910.5,0
69910.5,0
69910.5,0
69910.6,0
69910.6,0
69910.5,0
69910.6,0
69910.5,0
69910.5,0
69910.6,0
69910.6,0
69895.5,0
69894.1,0
69894,0
69894,0
69888,0
69884.5,0
69884.4,0
69879.2,0
69879.1,0
69879.1,0
69879.1,0
69879.1,0
69879.2,0
69883.4,0
69888,0
69891.2,0
69891.1,0
69891.1,0
69892,0
69892,0
69891.9,0
69891.9,0
69891.9,0
69892,0
69891.9,0
69891.9,0
69891.9,0
69892,0
69892.5,0
69895.9,0
69895.9,0
69896,0
69896,0
69895.9,0
69891.2,0
69891.2,0
69888,0
69888,0
69888,0
69889.2,0
69889.2,0
69889.2,0
69889.2,0
69887.3,0
69887.3,0
69884.7,0
69882.7,0
69877.4,0
69887.4,0
69887.3,0
69887.3,0
69887.4,0
69887.4,0
69887.3,0
69887.4,0
69887.3,0
69887.3,0
69887.3,0
69880.1,0
69880,0
69880,0
69880.1,0
69880,0
69880,0
69880,0
69876.5,0
69871.1,0
69869.1,0
69864.2,0
69858.4,0
69858.4,0
69858.4,0
69858.4,0
69858.4,0
69858.5,0
69858.4,0
69858.4,0
69858.5,0
69861.6,0
69861.6,0
69861.7,0
69861.6,0
69857.5,0
69854.6,0
69852.4,0
69850.1,0
69850,0
69850,0
69850.1,0
69845.3,0
69843.6,0
69819.5,0
69819.6,0
69828.8,0
69834,0
69834,0
69834,0
69833.9,0
69833.9,0
69833.9,0
69833.9,0
69833.9,0
69834,0
69833.9,0
69834,0
69834,0
69834,0
69834.4,0
69834.3,0
69834.3,0
69834.3,0
69834.3,0
69830,0
69830,0
69830,0
69829.8,0
69829.7,0
69823.1,0
69818.1,0
69815,0
69815,0
69815,0
69815,0
69815.1,0
69817.3,0
69815.1,0
69818.7,0
69818.6,0
69818.6,0
69818.7,0
69830,0
69832.6,0
69833.5,0
69856.4,0
69861.9,0
69858.6,0
69858.5,0
69858.5,0
69858.6,0
69858.6,0
69863.2,0
69863.3,0
69863.3,0
69863.3,0
69863.4,0
69863.4,0
69863.3,0
69863.4,0
69863.4,0
69863.4,0
69863.3,0
69863.3,0
69863.3,0
69863.3,0
69858.5,0
69858.5,0
69853.6,0
69853.7,0
69853.6,0
69853.6,0
69853.7,0
69853.6,0
69853.6,0
69853.7,0
69853.6,0
69853.7,0
69853.6,0
69853.6,0
69853.7,0
69853.6,0
69853.7,0
69862.6,0
69862.7,0
69869,0
69868.9,0
69868.9,0
69868.9,0
69869,0
69868.9,0
69869,0
69869,0
69868.9,0
69859.5,0
69851.8,0
69858,0
69857.9,0
69857.9,0
69858,0
69858,0
69859.9,0
69860,0
69861.8,0
69861.9,0
69861.8,0
69861.9,0
69861.9,0
69864.3,0
69864.4,0
69864.3,0
69864.3,0
69864.3,0
69864.3,0
69864.3,0
69864.3,0
69861.8,0
69861.8,0
69857.9,0
69852.1,0
69852,0
69852.1,0
69852.1,0
69852,0
69852,0
69852,0
69852,0
69852.8,0
69852.8,0
69854.6,0
69855.7,0
69855.7,0
69855.7,0
69855.6,0
69855.7,0
69855.6,0
69855.6,0
69855.6,0
69855.6,0
69855.6,0
69855.7,0
69855.6,0
69857.7,0
69857.8,0
69857.7,0
69857.7,0
69857.8,0
69857.7,0
69852.8,0
69852.8,0
69852.9,0
69852.9,0
69852.8,0
69852.8,0
69852.9,0
69852.9,0
69852.8,0
69852.9,0
69852.9,0
69852.8,0
69852.8,0
69852.9,0
69852.9,0
69854.9,0
69858.3,0
69867.4,0
69867.5,0
69868.7,0
69868.8,0
69868.7,0
69868.8,0
69868.8,0
69868.8,0
69868.8,0
69868.8,0
69868.8,0
69868.8,0
69868.7,0
69868.8,0
69868.8,0
69869.9,0
69870,0
69869.9,0
69869.9,0
69869.9,0
69869.9,0
69869.9,0
69870,0
69869.9,0
69869.9,0
69869.9,0
69870,0
69871.6,0
69870.2,0
69870.2,0
69870.2,0
69850.2,0
69844.9,0
69844.9,0
69845,0
69845,0
69844.9,0
69844.9,0
69845,0
69844.9,0
69845,0
69844.9,0
69841.3,0
69833.7,0
69833.7,0
69833.8,0
69830,0
69821.7,0
69818.3,0
69818.2,0
69818.1,0
69818,0
69818,0
69814.7,0
69814.7,0
69814.7,0
69814.7,0
69814.7,0
69814.6,0
69827.4,0
69827.5,0
69827.5,0
69828,0
69830.7,0
69830.7,0
69831.4,0
69831.4,0
69831.4,0
69831.4,0
69831.4,0
69831.5,0
69831.4,0
69831.4,0
69831.4,0
69831.4,0
69831.4,0
69831.4,0
69831.4,0
69831.4,0
69831.5,0
69831.5,0
69831.5,0
69831.4,0
69831.4,0
69831.3,0
69831.3,0
69831.3,0
69831.3,0
69831.3,0
69831.4,0
69831.4,0
69831.3,0
69830.8,0
69830.8,0
69830.9,0
69830.8,0
69830.8,0
69830.9,0
69830.9,0
69830.8,0
69830.9,0
69830.9,0
69830.9,0
69830.8,0
69830.8,0
69830.8,0
69830.8,0
69830.8,0
69820.6,0
69814.6,0
69814.6,0
69814.7,0
69825.4,0
69828.8,0
69830.9,0
69831,0
69830.9,0
69830.9,0
69830.9,0
69831,0
69830.9,0
69823.9,0
69823.9,0
69818,0
69814.6,0
69814.6,0
69814.7,0
69814.6,0
69814.7,0
69814.6,0
69814.6,0
69808.7,0
69808.7,0
69808.8,0
69808.7,0
69808.7,0
69808.7,0
69808.8,0
69808.7,0
69808.7,0
69798,0
69785.2,0
69785.2,0
69789.7,0
69789.7,0
69789.6,0
69789.6,0
69789.6,0
69789.7,0
69789.6,0
69789.7,0
69789.6,0
69789.6,0
69789.6,0
69789.7,0
69789.7,0
69789.6,0
69789.6,0
69789.7,0
69789.7,0
69789.6,0
69789.6,0
69789.6,0
69785,0
69780,0
69780,0
69780.1,0
69780.1,0
69780,0
69780,0
69780.1,0
69780,0
69780.1,0
69780.1,0
69780,0
69780.1,0
69780.1,0
69780.1,0
69780,0
69774.3,0
69772,0
69758.8,0
69757.8,1
69759.8,0
69759.8,0
69763.6,0
69768.4,0
69768.5,0
69768.5,0
69773.1,0
69779.9,0
69780,0
69780,0
69779.9,0
69780,0
69780.9,0
69781,0
69781,0
69781,0
69781,0
69781,0
69781,0
69781,0
69780.9,0
69781,0
69799,0
69799,0
69799,0
69807.4,0
69808.8,0
69812.2,0
69812.2,0
69814,0
69817.4,0
69817.9,0
69818,0
69818,0
69817.9,0
69816.6,0
69816.6,0
69816.5,0
69816.6,0
69816.6,0
69816.6,0
69816.5,0
69812.2,0
69808.7,0
69808.8,0
69808.8,0
69808.7,0
69808.8,0
69808.8,0
69808.7,0
69808.7,0
69808.7,0
69808.8,0
69810.5,0
69813.1,0
69819.5,0
69823.9,0
69823.8,0
69823.8,0
69823.8,0
69827.9,0
69830,0
69829.9,0
69829.9,0
69830,0
69829.9,0
69830,0
69829.9,0
69830,0
69829.9,0
69829.9,0
69824.6,0
69824.5,0
69824.5,0
69824.6,0
69824.6,0
69810.1,0
69810.1,0
69810.2,0
69815.2,0
69818.1,0
69818.2,0
69818.1,0
69818.1,0
69818.2,0
69818.2,0
69818.2,0
69818.2,0
69818.2,0
69820,0
69819.9,0
69820,0
69820,0
69820.8,0
69820.8,0
69820.7,0
69820.8,0
69820.7,0
69820.7,0
69820.8,0
69820.7,0
69810.2,0
69810.1,0
69810.2,0
69810.2,0
69810.2,0
69819.8,0
69820.7,0
69820.7,0
69820.6,0
69810,0
69810.1,0
69810.1,0
69812.5,0
69812.5,0
69812.6,0
69812.6,0
69817.8,0
69820.7,0
69825,0
69824.9,0
69824.9,0
69824.9,0
69825,0
69825,0
69824.9,0
69824.9,0
69824.9,0
69825,0
69824.9,0
69810.1,0
69810,0
69815.6,0
69816.8,0
69816.9,0
69816.9,0
69816.8,0
69816.9,0
69819.9,0
69819.9,0
69819.9,0
69819.9,0
69819.9,0
69819.9,0
69820,0
69819.9,0
69820,0
69820,0
69819.9,0
69820,0
69819.9,0
69820,0
69820,0
69822.1,0
69822.1,0
69822.2,0
69822.1,0
69822.9,0
69822.9,0
69822.8,0
69822.9,0
69822.9,0
69822.9,0
69822.9,0
69822.8,0
69822.8,0
69822.8,0
69822.8,0
69822.9,0
69822.9,0
69822.9,0
69822.9,0
69822.9,0
69826.3,0
69828.1,0
69831.2,0
69833.7,0
69836.5,0
69836.6,0
69838,0
69838,0
69837.9,0
69838,0
69838,0
69838,0
69849.5,0
69850,0
69855.4,0
69855.3,0
69857.8,0
69869,0
69869,0
69868.9,0
69868.9,0
69869,0
69868.9,0
69869,0
69868.9,0
69860,0
69846.5,0
69843.3,0
69847.9,0
69847.8,0
69847.9,0
69847.9,0
69848.6,0
69848.6,0
69849,0
69857.9,0
69857.9,0
69857.9,0
69858,0
69857.9,0
69858,0
69866.9,0
69867.4,0
69868.9,0
69868.9,0
69868.8,0
69868.8,0
69868.9,0
69868.8,0
69868.8,0
69868.8,0
69868.9,0
69868.8,0
69868.8,0
69868.9,0
69868.9,0
69868.8,0
69868.8,0
69868.9,0
69868.9,0
69868.8,0
69868.8,0
69868.9,0
69868.9,0
69868.9,0
69868.8,0
69868.8,0
69868.9,0
69868.8,0
69868.9,0
69868.9,0
69868.9,0
69868.9,0
69868.9,0
69868.9,0
69868.8,0
69868.8,0
69868.9,0
69869.5,0
69869.5,0
69869.6,0
69869.6,0
69869.5,0
69869.5,0
69869.6,0
69869.6,0
69869.5,0
69869.5,0
69869.6,0
69869.5,0
69869.6,0
69869.6,0
69869.6,0
69870.2,0
69870.3,0
69870.2,0
69870.3,0
69870.3,0
69870.3,0
69854.6,0
69854.6,0
69854.5,0
69854.6,0
69854.5,0
69854.6,0
69854.6,0
69854.5,0
69854.5,0
69854.5,0
69854.5,0
69854.6,0
69854.5,0
69854.5,0
69853.1,0
69853.1,0
69853,0
69847.3,0
69840.5,0
69840.5,0
69840.5,0
69840.6,0
69840.5,0
69840.5,0
69840.5,0
69840.5,0
69840.6,0
69840.5,0
69840.6,0
69840.6,0
69840.5,0
69838,0
69833.4,0
69828.5,0
69820.1,0
69820.1,0
69820.1,0
69820,0
69820,0
69820,0
69819.2,0
69819.1,0
69819.1,0
69819.1,0
69819.2,0
69819.1,0
69819.1,0
69819.1,0
69819.1,0
69819.2,0
69819.1,0
69819.1,0
69824,0
69824,0
69823.9,0
69823.9,0
69824,0
69823.9,0
69820.3,0
69819.4,0
69819.3,0
69819.4,0
69819.4,0
69823.9,0
69826,0
69825.9,0
69817.3,0
69817.2,0
69803.1,0
69803.2,0
69803.2,0
69803,0
69792.2,0
69792.1,0
69792.1,0
69792.1,0
69792.2,0
69792.1,0
69792.1,0
69792.2,0
69792.1,0
69792.2,0
69792.1,0
69792.2,0
69805.3,0
69805.2,0
69805.2,0
69805.3,0
69808.8,0
69821.1,0
69821.2,0
69821.1,0
69822.1,0
69822,0
69822.1,0
69822.1,0
69822.1,0
69821.1,0
69821,0
69821.1,0
69823.5,0
69823.5,0
69823.6,0
69823.5,0
69823.6,0
69823.6,0
69823.5,0
69823.5,0
69823.5,0
69823.5,0
69823.6,0
69823.6,0
69823.5,0
69823.5,0
69823.6,0
69823.6,0
69823.5,0
69823.5,0
69823.6,0
69823.6,0
69823.6,0
69823.6,0
69823.6,0
69823.6,0
69823.6,0
69825.5,0
69825.5,0
69833.4,0
69839,0
69849.3,0
69849.4,0
69849.4,0
69849.4,0
69849.4,0
69849.4,0
69849.4,0
69849.3,0
69849.3,0
69844,0
69837.9,0
69838,0
69826.3,0
69826.3,0
69826.2,0
69826.2,0
69826.3,0
69826.3,0
69826.3,0
69826.2,0
69835.9,0
69835.9,0
69836,0
69842.7,0
69842.6,0
69842.6,0
69842.7,0
69849.7,0
69849.6,0
69849.7,0
69849.7,0
69849.6,0
69837.3,0
69837.2,0
69837.2,0
69837.3,0
69837.2,0
69832.1,0
69832.1,0
69832,0
69832.1,0
69829.5,0
69829.5,0
69829.9,0
69829.9,0
69830,0
69829.9,0
69830,0
69830,0
69829.9,0
69829.9,0
69830,0
69830,0
69830,0
69829.9,0
69829.9,0
69829.9,0
69830,0
69830,0
69829.9,0
69830,0
69830,0
69829.9,0
69829.9,0
69830,0
69829.9,0
69830,0
69830,0
69830,0
69830,0
69829.9,0
69829.9,0
69829.9,0
69829.9,0
69829.9,0
69829.9,0
69829.9,0
69830,0
69830,0
69830,0
69830,0
69830,0
69830,0
69830,0
69829.9,0
69829.9,0
69829.9,0
69830,0
69829.9,0
69829.9,0
69829.9,0
69829.9,0
69829.9,0
69830,0
69829.9,0
69829.9,0
69829.9,0
69829.9,0
69830,0
69840,0
69848.2,0
69848.2,0
69848.1,0
69848.2,0
69850,0
69849.9,0
69850,0
69856,0
69858.2,0
69859,0
69860,0
69860,0
69866,0
69866,0
69865.9,0
69866,0
69885.2,0
69885.1,0
69885.1,0
69885.1,0
69886,0
69886.9,0
69887,0
69887,0
69887,0
69887,0
69887,0
69887,0
69886.9,0
69887,0
69887,0
69887,0
69887,0
69886.9,0
69886.9,0
69886.9,0
69886.9,0
69887,0
69886.9,0
69887,0
69887,0
69886.9,0
69887,0
69886.9,0
69887,0
69879.1,0
69879,0
69879.1,0
69879,0
69874.2,0
69877.9,0
69884,0
69884,0
69884,0
69884,0
69884,0
69867.9,0
69863.4,0
69861,0
69861,0
69860.9,0
69860.9,0
69855.1,0
69847.3,0
69847.2,0
69847.2,0
69847.3,0
69847.3,0
69847.2,0
69847.3,0
69847.2,0
69847.3,0
69847.2,0
69847.3,0
69847.2,0
69840.4,0
69833.3,0
69829.1,0
69829,0
69829.1,0
69829,0
69829.1,0
69832.5,0
69839.2,0
69839.2,0
69839.1,0
69839.2,0
69835.8,0
69834.1,0
69834.1,0
69834.2,0
69834.2,0
69834.2,0
69834.1,0
69837.5,0
69837.5,0
69837.5,0
69837.6,0
69837.6,0
69837.6,0
69837.5,0
69837.5,0
69838.8,0
69839.8,0
69839.9,0
69839.9,0
69839.9,0
69839.8,0
69839.9,0
69839.8,0
69839.8,0
69839.9,0
69839.8,0
69839.8,0
69839.9,0
69839.9,0
69839.9,0
69839.8,0
69837.6,0
69836.8,0
69836.4,0
69836.3,0
69834.2,0
69834.2,0
69834.3,0
69834.3,0
69834.3,0
69834.3,0
69834.3,0
69834.4,0
69834.4,0
69834.3,0
69834.3,0
69834.3,0
69834.4,0
69834.4,0
69834.4,0
69834.4,0
69834.3,0
69834.3,0
69834.4,0
69834.3,0
69834.4,0
69834.3,0
69834.4,0
69834.3,0
69834.4,0
69834.3,0
69834.3,0
69834.4,0
69834.4,0
69834.3,0
69834.4,0
69834.3,0
69834.4,0
69834.4,0
69834.4,0
69834.3,0
69834.4,0
69834.4,0
69834.4,0
69825.7,0
69825.6,0
69825.6,0
69825.5,0
69825.5,0
69824.6,0
69824.6,0
69824.6,0
69824.5,0
69824.6,0
69824.6,0
69824.6,0
69824.6,0
69824.5,0
69824.6,0
69829.9,0
69829.9,0
69830,0
69830,0
69830,0
69830,0
69829.9,0
69830,0
69830,0
69824.9,0
69824.9,0
69824.9,0
69824.9,0
69824.8,0
69824.9,0
69824.8,0
69824.8,0
69824.9,0
69824.8,0
69824.8,0
69824.8,0
69824.8,0
69824.8,0
69824.8,0
69824.9,0
69829.5,0
69829.5,0
69829.4,0
69826.3,0
69824.7,0
69824.5,0
69824.6,0
69824.6,0
69824.5,0
69824.5,0
69824.5,0
69824.5,0
69824.5,0
69824.6,0
69824.6,0
69824.5,0
69824.6,0
69824.6,0
69824.5,0
69824.6,0
69824.6,0
69824.5,0
69824.6,0
69851.6,0
69867.5,0
69869.1,0
69869.1,0
69869.2,0
69869.2,0
69870,0
69876.5,0
69880,0
69880,0
69880,0
69881.5,0
69881.6,0
69880.2,0
69879.9,0
69876.4,0
69874.9,0
69875,0
69874.9,0
69873.6,0
69873.5,0
69873.6,0
69873.5,0
69873.6,0
69873.6,0
69873.6,0
69873.5,0
69873.5,0
69867.7,0
69862.6,0
69862.6,0
69862.6,0
69862.5,0
69862.6,0
69862.6,0
69864.1,0
69872,0
69882.2,0
69882.2,0
69882.2,0
69882.2,0
69882.2,0
69882.3,0
69882.3,0
69884.7,0
69884.8,0
69884.8,0
69884.8,0
69884.7,0
69882.3,0
69882.3,0
69882.3,0
69882.4,0
69882.4,0
69882.3,0
69882.8,0
69882.8,0
69882.8,0
69884.8,0
69884.8,0
69884.8,0
69881.5,0
69881,0
69881,0
69881,0
69881,0
69881,0
69891,0
69890.9,0
69900,0
69900,0
69900,0
69900,0
69900,0
69900,0
69899.9,0
69900,0
69900,0
69899.9,0
69886.1,0
69886.1,0
69886,0
69879.8,0
69878.8,0
69874.1,0
69874.1,0
69879.1,0
69879.2,0
69894.7,0
69899.1,0
69899.2,0
69899.1,0
69899.1,0
69899.2,0
69900,0
69900,0
69900,0
69901.2,0
69901.2,0
69901.2,0
69901.1,0
69904,0
69904.1,0
69904.1,0
69904.1,0
69904.1,0
69904.1,0
69904,0
69904.1,0
69909.6,0
69910,0
69913.6,0
69915.3,0
69915.3,0
69927.1,0
69919.8,0
69919.8,0
69919.8,0
69919.9,0
69919.9,0
69919.9,0
69919.9,0
69919.9,0
69927.2,0
69927.2,0
69927.2,0
69927.2,0
69921.1,0
69921.1,0
69919.4,0
69919.3,0
69919.3,0
69919.4,0
69924.8,0
69924.7,0
69924.8,0
69928.2,0
69928.3,0
69928.2,0
69930.5,0
69937.1,0
69937.1,0
69937.2,0
69937.2,0
69937.2,0
69937.1,0
69937.2,0
69937.1,0
69937.1,0
69937.2,0
69937.1,0
69930.8,0
69930.1,0
69930.1,0
69930,0
69930,0
69930.1,0
69930.1,0
69930,0
69930.1,0
69930,0
69930,0
69930,0
69928.2,0
69928.1,0
69923.5,0
69923.4,0
69923.4,0
69923.4,0
69923.5,0
69932.2,0
69928.2,0
69928.2,0
69928.1,0
69928.1,0
69928.2,0
69929.9,0
69930,0
69928.2,0
69928.1,0
69928.1,0
69928.1,0
69928.2,0
69928.2,0
69928.1,0
69928.2,0
69930,0
69930,0
69930,0
69929.9,0
69930,0
69930,0
69930.5,0
69930.5,0
69929.9,0
69928.3,0
69928.2,0
69924.1,0
69924.1,0
69923.6,0
69919.3,0
69918.3,0
69920.3,0
69920.4,0
69920.3,0
69920.4,0
69920.4,0
69938.7,0
69938.6,0
69938.7,0
69938.8,0
69939.3,0
69939.3,0
69939.6,0
69942.7,0
69942.7,0
69942.6,0
69940.3,0
69940.3,0
69940.2,0
69940.2,0
69931.9,0
69932,0
69928.9,0
69928.9,0
69923.2,0
69923.3,0
69923.3,0
69923.3,0
69923.3,0
69930,0
69930,0
69933.1,0
69933.1,0
69934.6,0
69934.2,0
69934.2,0
69935.9,0
69936,0
69936,0
69936,0
69936,0
69936,0
69936,0
69935.9,0
69933.7,0
69929.1,0
69929.1,0
69926.4,0
69921.4,0
69919.5,0
69919.6,0
69919.5,0
69919.6,0
69919.5,0
69919.5,0
69919.6,0
69919.6,0
69919.6,0
69919.6,0
69919.5,0
69919.6,0
69919.5,0
69919.5,0
69919.6,0
69919.6,0
69919.5,0
69919.5,0
